"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"61","Black","Black","Male","30-39","[2.2163484e-05 9.9877071e-01 2.0135591e-04 6.3333061e-08 1.4555305e-06
 3.0905165e-04 6.9516676e-04]","[1.9301608e-05 9.9991858e-01 2.7574713e-06 5.9302314e-05]","[1.000000e+00 3.776096e-08]","[2.4400630e-09 5.4339555e-08 1.2782062e-04 1.7591198e-01 7.5531530e-01
 6.8032935e-02 6.0899562e-04 2.9344455e-06 2.0503204e-08]","512",1,"Black"
"62","White","White","Male","20-29","[9.7067320e-01 2.0123916e-05 2.9373018e-03 3.5805178e-06 3.9870947e-06
 3.1013371e-04 2.6051572e-02]","[9.7305721e-01 7.1524213e-05 5.8973343e-05 2.6812244e-02]","[9.9999070e-01 9.2768405e-06]","[4.3564224e-08 2.8470608e-06 7.9724117e-04 6.6017622e-01 3.3558020e-01
 3.4348387e-03 8.5956290e-06 2.5849131e-08 5.2171822e-10]","5166",0,"White"
"63","Middle Eastern","White","Male","30-39","[0.27655452 0.0013519  0.26079133 0.001032   0.00224104 0.04856115
 0.40946805]","[0.88979656 0.00141434 0.00318971 0.10559936]","[9.9998307e-01 1.6938078e-05]","[2.7430153e-06 1.6178552e-05 4.0133792e-04 1.5848231e-01 7.6066738e-01
 7.9723835e-02 7.0146762e-04 4.6337086e-06 6.3400059e-08]","518",0,"Medium"
"64","White","White","Male","20-29","[9.9598300e-01 9.2786122e-06 2.4826466e-03 3.5443907e-06 1.2759424e-05
 5.4883885e-06 1.5032983e-03]","[9.9952328e-01 2.9967740e-04 1.0009554e-04 7.6926241e-05]","[9.9999696e-01 3.0193198e-06]","[2.1181317e-09 5.3666082e-07 1.7135770e-03 5.9583437e-01 3.9735854e-01
 5.0834659e-03 9.4700208e-06 4.1742467e-08 5.7326754e-10]","544",0,"White"
"65","Middle Eastern","White","Male","20-29","[4.2117262e-01 2.4453915e-05 1.1356525e-02 1.8146893e-04 1.7905922e-04
 3.4260552e-04 5.6674325e-01]","[9.96562183e-01 1.02645135e-04 1.26299419e-04 3.20885284e-03]","[9.999223e-01 7.771522e-05]","[2.9061587e-07 6.8641098e-06 5.4797642e-03 6.0191065e-01 3.8612375e-01
 6.4566089e-03 2.1617096e-05 4.0450035e-07 6.8061077e-09]","5465",0,"Medium"
"66","White","White","Male","30-39","[7.7032173e-01 2.0009498e-04 5.6492377e-02 1.2566986e-04 2.9811639e-04
 9.0678222e-04 1.7165534e-01]","[9.9871564e-01 6.9986781e-05 1.6629881e-04 1.0480891e-03]","[9.999994e-01 5.938412e-07]","[1.3034862e-06 9.7413786e-06 6.8165985e-04 3.0858931e-01 6.5865272e-01
 3.1910896e-02 1.5303756e-04 1.4287136e-06 1.6168416e-08]","5544",0,"White"
"67","White","White","Male","20-29","[8.67303133e-01 1.06595025e-05 4.96739522e-03 1.51798974e-06
 4.77607955e-06 1.21326295e-04 1.27591223e-01]","[9.9887747e-01 3.5795016e-05 2.4272824e-05 1.0623974e-03]","[9.9999988e-01 5.4572745e-08]","[1.4585551e-07 3.7119171e-05 9.6794972e-03 8.3248454e-01 1.5462178e-01
 3.1688774e-03 8.0170093e-06 4.2894573e-08 3.4018424e-10]","5572",0,"Medium"
"68","Middle Eastern","White","Male","30-39","[2.9734895e-01 6.0903636e-04 5.6298129e-02 3.1479049e-05 1.9359327e-04
 6.0935072e-03 6.3942534e-01]","[0.75342226 0.00691068 0.00087415 0.23879284]","[9.9999821e-01 1.8193681e-06]","[1.2978030e-07 4.2299621e-06 4.7822727e-04 3.3407679e-01 6.4114243e-01
 2.4232171e-02 6.5467000e-05 5.0412410e-07 8.4814031e-09]","5676",0,"Medium"
"69","Latino_Hispanic","White","Male","30-39","[2.6867282e-01 6.5494059e-03 5.4546463e-01 1.2355816e-04 1.3552698e-03
 8.4251249e-03 1.6940914e-01]","[0.92571276 0.0497547  0.00592048 0.01861201]","[9.999999e-01 4.847732e-08]","[1.5701417e-07 2.8986510e-06 1.3042820e-03 4.7978303e-01 4.8931405e-01
 2.9336322e-02 2.5568446e-04 3.5452865e-06 3.1818423e-08]","5710",0,"Medium"
"70","White","White","Male","30-39","[6.6615152e-01 9.2713407e-04 6.7155078e-02 7.4649051e-07 1.0132341e-05
 1.8279006e-03 2.6392749e-01]","[9.934957e-01 7.444201e-04 8.329258e-05 5.676560e-03]","[9.9999952e-01 4.6773204e-07]","[1.4791506e-08 1.4267955e-07 7.1411290e-05 5.8613345e-02 7.2982758e-01
 2.0929854e-01 2.1673383e-03 2.1428516e-05 1.5287456e-07]","5712",0,"White"
"71","Black","Black","Male","30-39","[6.9020462e-05 9.9835151e-01 4.5194061e-04 3.7697041e-06 3.9208957e-05
 2.9207405e-04 7.9253881e-04]","[3.1176539e-06 9.9998862e-01 5.3974816e-07 7.7004925e-06]","[9.9999464e-01 5.3743593e-06]","[1.2463229e-07 7.8658531e-06 3.1815104e-03 4.3115851e-01 5.0481981e-01
 5.8953978e-02 1.8277682e-03 4.8479069e-05 1.9952547e-06]","5846",1,"Black"
"72","White","White","Male","30-39","[0.37965938 0.0032759  0.3468347  0.00151932 0.00314022 0.00560153
 0.25996894]","[0.9634981  0.00258301 0.01759491 0.01632395]","[9.9995881e-01 4.1195603e-05]","[2.3087354e-05 3.3843587e-04 2.6535760e-03 1.8829311e-01 6.8020809e-01
 1.2658894e-01 1.8571981e-03 3.6929465e-05 6.0224636e-07]","5942",NA,NA
"73","White","White","Male","30-39","[9.9880636e-01 4.0166662e-05 9.6896722e-05 2.2366532e-06 7.3642736e-06
 1.8523650e-06 1.0451132e-03]","[9.8971313e-01 9.6643195e-03 4.6554834e-04 1.5701249e-04]","[9.9996322e-01 3.6791113e-05]","[1.01146064e-07 1.01321302e-05 1.09429692e-03 2.42507279e-01
 7.10414171e-01 4.56513688e-02 3.21013387e-04 1.60205218e-06
 5.22549612e-08]","610",0,"Medium"
"74","White","White","Male","30-39","[9.1871893e-01 2.3550469e-04 6.6954874e-02 1.2636653e-04 5.5287237e-04
 2.1390016e-03 1.1272382e-02]","[0.9748798  0.00895012 0.00281716 0.01335298]","[9.999944e-01 5.630662e-06]","[1.0157121e-06 2.7720227e-05 1.4255337e-03 2.8528893e-01 6.6874820e-01
 4.4100605e-02 4.0365683e-04 4.2491697e-06 8.6973749e-08]","6280",0,"White"
"75","Black","Black","Male","20-29","[3.0227687e-02 5.6378382e-01 2.1361318e-01 2.7901848e-05 5.1494938e-04
 9.3478426e-02 9.8353945e-02]","[2.1868874e-03 9.7183657e-01 4.9731563e-05 2.5926882e-02]","[9.9996752e-01 3.2416778e-05]","[7.4330778e-08 8.7972812e-06 8.5406816e-03 7.1856689e-01 2.6548576e-01
 7.3264916e-03 7.0262766e-05 1.0855751e-06 2.6656227e-08]","636",1,"Black"
"76","White","White","Male","20-29","[9.9982113e-01 9.7722468e-06 5.9902679e-05 1.9509455e-06 1.8813540e-05
 2.7014241e-06 8.5702348e-05]","[9.9898309e-01 6.1808899e-04 3.5411815e-04 4.4689157e-05]","[9.9999803e-01 1.9467416e-06]","[9.6744623e-07 4.6504869e-05 1.4485988e-02 6.3197178e-01 2.8342640e-01
 6.1142448e-02 8.2974322e-03 5.9374829e-04 3.4787703e-05]","642",0,"White"
"77","Middle Eastern","White","Male","20-29","[3.6833864e-01 4.5644952e-04 3.8931169e-02 2.3649995e-05 1.0475570e-04
 5.3979829e-04 5.9160554e-01]","[9.9698234e-01 1.4570035e-03 7.4095144e-05 1.4866331e-03]","[9.9999803e-01 1.9733241e-06]","[3.1728482e-06 1.4667358e-04 7.6317010e-03 5.2068752e-01 4.5614016e-01
 1.5329109e-02 6.1090075e-05 5.5354633e-07 7.0889850e-09]","6557",0,"Medium"
"78","White","White","Male","30-39","[9.4986492e-01 4.4263099e-05 1.1174699e-02 5.8501879e-05 1.3894132e-04
 2.1813599e-04 3.8500607e-02]","[9.9676615e-01 7.3432090e-04 1.3679394e-03 1.1317085e-03]","[9.995770e-01 4.230192e-04]","[3.6494619e-06 1.2179064e-04 3.3027155e-03 3.1356242e-01 6.3141602e-01
 5.1159937e-02 4.2842742e-04 5.0112744e-06 1.2638685e-07]","6562",0,"White"
"79","White","White","Male","30-39","[5.22027135e-01 4.42296616e-04 3.46239433e-02 5.23174640e-05
 1.05932915e-04 3.28647322e-04 4.42419738e-01]","[0.98808205 0.00731784 0.00185989 0.00274029]","[9.9999762e-01 2.3997043e-06]","[1.18948228e-05 7.36717717e-04 3.73141579e-02 3.97550464e-01
 4.91825312e-01 7.15187192e-02 1.02947489e-03 1.31758097e-05
 1.14859475e-07]","6948",0,"White"
"80","White","White","Male","30-39","[9.9994373e-01 2.3199771e-06 7.9346428e-06 7.4260799e-07 2.4203814e-06
 3.2341890e-07 4.2514595e-05]","[9.9969703e-01 2.6252843e-04 2.7098364e-05 1.3331024e-05]","[9.9999976e-01 2.1836155e-07]","[2.0490884e-07 4.6112605e-06 1.4173953e-03 4.3627769e-01 4.8370031e-01
 7.3669493e-02 4.8299385e-03 9.7821314e-05 2.5175646e-06]","7058",0,"White"
"81","White","White","Male","40-49","[5.5844295e-01 2.9390727e-05 9.4032940e-03 1.4564152e-05 4.8559534e-05
 9.9750701e-04 4.3106383e-01]","[0.78032935 0.00433581 0.001476   0.21385887]","[9.9998868e-01 1.1297807e-05]","[1.4970224e-06 5.0403805e-06 2.2158236e-04 8.1494069e-03 2.7172878e-01
 6.6663069e-01 5.2795954e-02 4.6212631e-04 4.8718584e-06]","716",0,"White"
"82","Black","Black","Male","20-29","[6.1659906e-05 9.9885792e-01 6.2293251e-04 4.0255968e-06 3.2889868e-05
 8.1699633e-05 3.3893582e-04]","[2.2483360e-05 9.9984396e-01 9.9463534e-05 3.4176108e-05]","[0.99858    0.00142002]","[9.5425261e-05 8.6626271e-03 6.0924407e-02 6.6994387e-01 2.4915971e-01
 1.1132014e-02 8.0681326e-05 1.1581676e-06 1.2955513e-07]","7311",1,"Black"
"83","White","White","Male","30-39","[0.5588472  0.00137702 0.18899305 0.000608   0.00115958 0.01695679
 0.23205842]","[9.9500918e-01 4.5763075e-04 3.4584469e-04 4.1872747e-03]","[9.9999893e-01 1.0712971e-06]","[1.8638160e-05 2.6657159e-04 2.1131318e-03 3.0394271e-01 6.6001719e-01
 3.3483922e-02 1.5688057e-04 9.0076776e-07 1.2024739e-08]","7472",0,"Medium"
"84","Latino_Hispanic","Black","Male","20-29","[0.06995437 0.00672392 0.83063626 0.00948896 0.0316343  0.00949416
 0.042068  ]","[0.22143514 0.4850024  0.1800334  0.11352906]","[9.9999768e-01 2.3570296e-06]","[1.3610702e-06 5.4278160e-05 1.2488162e-02 5.1030809e-01 4.4004068e-01
 3.6337238e-02 7.5915072e-04 1.0861027e-05 1.0850751e-07]","750",0,"Medium"
"85","White","White","Male","30-39","[9.9992675e-01 2.2603837e-07 8.5543315e-06 1.7500882e-06 2.5740671e-06
 1.1311277e-07 6.0060407e-05]","[9.9997461e-01 2.1899534e-06 2.3083287e-05 1.5406029e-07]","[9.9998659e-01 1.3415777e-05]","[2.1349049e-06 6.2272149e-05 5.9678936e-03 4.4875735e-01 5.2706307e-01
 1.7968915e-02 1.7687064e-04 1.3491283e-06 5.8161383e-08]","751",0,"White"
"86","White","White","Male","30-39","[9.9997526e-01 5.0537206e-08 4.9839241e-06 5.3709659e-08 1.2671485e-07
 6.6924201e-07 1.8660165e-05]","[9.9993670e-01 5.9607023e-06 2.6733322e-05 3.0551932e-05]","[9.994945e-01 5.054664e-04]","[2.0646844e-08 1.0991004e-06 3.9829093e-04 2.9921594e-01 6.4836085e-01
 5.1441908e-02 5.8086595e-04 1.1140178e-06 4.4308152e-08]","7635",0,"White"
"87","White","White","Male","30-39","[7.0597464e-01 3.2011667e-04 1.0958137e-02 2.8373430e-05 1.3196761e-04
 8.7698066e-04 2.8170973e-01]","[9.9345225e-01 1.5224532e-03 6.8659725e-04 4.3387441e-03]","[9.9998087e-01 1.9117328e-05]","[9.1914740e-07 1.0289934e-05 4.7712517e-04 1.7618267e-01 7.1992487e-01
 1.0159893e-01 1.7836025e-03 2.1117439e-05 5.5931025e-07]","768",0,"White"
"88","White","White","Male","30-39","[6.1536598e-01 3.6452777e-05 5.0970134e-03 2.6703253e-06 8.1826402e-06
 1.8450251e-04 3.7930515e-01]","[9.9980259e-01 5.6522786e-05 2.0391124e-05 1.2046985e-04]","[9.9999970e-01 2.9317727e-07]","[1.4928690e-06 2.0495194e-05 6.6585111e-04 2.3656730e-01 7.1252835e-01
 4.9934942e-02 2.7935155e-04 2.2089300e-06 2.9303001e-08]","770",0,"White"
"89","Middle Eastern","White","Male","30-39","[3.2226354e-01 3.5636895e-03 2.8039646e-01 3.9390186e-05 1.5834963e-04
 2.4276411e-02 3.6930221e-01]","[0.7244442  0.20878659 0.00271979 0.06404943]","[9.9999976e-01 2.1121734e-07]","[8.9672926e-07 8.2667384e-06 6.0436042e-04 1.9842528e-01 7.0995748e-01
 8.8880144e-02 2.1076966e-03 1.5707004e-05 1.3516357e-07]","777",0,"White"
"90","White","White","Male","30-39","[9.9851245e-01 8.4761905e-07 4.4645069e-05 1.2786007e-06 4.6831924e-06
 1.3246125e-06 1.4348319e-03]","[9.9970043e-01 7.0955961e-05 1.0386909e-04 1.2466163e-04]","[9.9999994e-01 7.2883772e-08]","[2.9814717e-09 1.2313254e-07 1.4379379e-04 3.3646041e-01 6.3478190e-01
 2.8450536e-02 1.6258501e-04 6.9800461e-07 1.3296666e-08]","791",0,"White"
"91","White","White","Male","20-29","[7.4969947e-01 4.7706574e-04 1.9848305e-01 1.1158472e-04 2.7539741e-04
 7.6349075e-03 4.3318566e-02]","[9.8459911e-01 3.8878020e-04 1.1588623e-03 1.3853252e-02]","[9.9999863e-01 1.4109198e-06]","[8.0454491e-08 6.9947259e-06 2.3638725e-03 6.7293072e-01 3.2046086e-01
 4.2215562e-03 1.5836025e-05 6.1666192e-08 9.4247599e-10]","816",0,"White"
"92","White","White","Male","30-39","[5.6226462e-01 4.9578402e-06 2.5483143e-02 9.1519569e-06 4.3545049e-05
 1.7241145e-02 3.9495343e-01]","[9.8319113e-01 2.4918010e-05 5.7783811e-05 1.6726062e-02]","[1.000000e+00 2.638244e-08]","[1.2425393e-07 7.6877614e-06 3.0776572e-03 4.8203975e-01 4.8634583e-01
 2.8408021e-02 1.2036376e-04 5.7099385e-07 4.9126090e-09]","827",0,"White"
"93","White","White","Male","30-39","[9.8023456e-01 5.3523272e-05 3.2912260e-03 6.8411027e-06 2.3107790e-05
 1.9359392e-04 1.6197216e-02]","[9.9554521e-01 2.2346484e-03 1.1121316e-04 2.1089243e-03]","[9.9998927e-01 1.0747903e-05]","[5.6181096e-07 4.8242987e-06 9.8102493e-04 3.5200575e-01 5.9262961e-01
 5.2766092e-02 1.5863514e-03 2.4823050e-05 8.6734792e-07]","8429",0,"White"
"94","White","White","Male","30-39","[9.7931474e-01 2.1512442e-05 4.1618524e-03 1.7229055e-05 5.4150147e-05
 3.2180906e-05 1.6398268e-02]","[9.9984246e-01 4.4781002e-05 7.0859911e-05 4.1820258e-05]","[9.9998897e-01 1.0982661e-05]","[1.6452016e-07 1.6399956e-05 1.5348342e-03 3.4285676e-01 6.1965197e-01
 3.5792574e-02 1.4650743e-04 8.5348000e-07 1.1546162e-08]","8683",NA,NA
"95","White","White","Male","30-39","[9.9808651e-01 7.3628260e-05 4.1041028e-04 9.1329190e-07 3.0868036e-06
 1.2638380e-05 1.4127833e-03]","[9.9952883e-01 1.5235087e-04 2.5336945e-04 6.5427077e-05]","[9.9999821e-01 1.7864149e-06]","[6.3050885e-07 4.5709053e-06 8.2089020e-05 9.4457507e-02 7.9327524e-01
 1.1131119e-01 8.6358923e-04 5.1383963e-06 9.8463893e-08]","8705",0,"White"
"96","Black","Black","Male","30-39","[1.3279052e-03 9.5616329e-01 3.1203963e-02 9.1620808e-07 2.5959605e-05
 3.8079545e-03 7.4699312e-03]","[7.79079553e-03 9.80462134e-01 4.19363147e-04 1.13277035e-02]","[9.9999988e-01 7.6400084e-08]","[1.3247068e-06 5.2035539e-06 1.9530412e-04 1.3007142e-01 6.9995397e-01
 1.6510598e-01 4.5285313e-03 1.3629015e-04 1.9565316e-06]","8713",1,"Black"
"97","White","White","Male","30-39","[9.4917083e-01 1.3488433e-05 5.3572478e-03 1.2567106e-05 7.5715710e-05
 2.5815034e-04 4.5112014e-02]","[9.9474221e-01 2.9289583e-04 1.4413770e-03 3.5235176e-03]","[9.9925852e-01 7.4144255e-04]","[2.4173946e-06 9.3562609e-05 2.0271954e-03 3.1000715e-01 6.4271629e-01
 4.4839896e-02 3.1114128e-04 2.3377938e-06 8.7421775e-08]","8772",0,"White"
"98","White","White","Male","30-39","[7.43757308e-01 2.49956595e-03 1.08092025e-01 6.58765086e-04
 3.21434019e-03 3.24235694e-03 1.38535634e-01]","[0.95503116 0.0172867  0.00882976 0.01885234]","[9.9999630e-01 3.6613221e-06]","[6.1889084e-05 2.9576995e-04 3.4216861e-03 1.4298785e-01 5.3051692e-01
 2.9733679e-01 2.4020206e-02 1.3173913e-03 4.1568659e-05]","8832",0,"Medium"
"99","White","White","Male","20-29","[9.0945649e-01 3.9091123e-05 1.4559654e-02 2.2328300e-05 5.2996740e-05
 6.1839941e-04 7.5250961e-02]","[9.9430650e-01 1.8520345e-03 1.9897551e-04 3.6424748e-03]","[9.999989e-01 1.103497e-06]","[9.9788537e-08 2.1751894e-06 7.4026646e-04 5.6360221e-01 4.2989001e-01
 5.7565495e-03 8.5580587e-06 6.3272680e-08 1.0517389e-09]","8843",0,"White"
"100","White","White","Male","30-39","[9.7349352e-01 1.2044712e-04 3.3476695e-03 9.2464973e-07 7.9572619e-06
 3.1891809e-04 2.2710472e-02]","[9.6838039e-01 1.0327115e-02 8.2500505e-05 2.1210017e-02]","[9.9994415e-01 5.5888173e-05]","[7.3687477e-07 3.8215330e-05 1.2251510e-03 3.6013857e-01 6.0910726e-01
 2.9184772e-02 3.0077714e-04 4.3637656e-06 1.5767807e-07]","891",0,"White"
"101","White","White","Male","30-39","[8.3884203e-01 6.9725108e-03 9.2156447e-02 1.0706776e-05 7.7376710e-05
 1.6435885e-03 6.0297363e-02]","[9.622085e-01 2.873977e-02 2.669293e-04 8.784855e-03]","[9.999647e-01 3.526920e-05]","[1.0366451e-06 8.2042698e-06 9.6451497e-04 7.9174474e-02 5.4743475e-01
 3.3892989e-01 3.2749332e-02 7.2458258e-04 1.3239663e-05]","927",0,"White"
"102","Black","Black","Male","30-39","[4.0615460e-06 9.9982578e-01 4.9249116e-05 2.4418595e-08 4.3865339e-07
 4.0955299e-05 7.9515579e-05]","[1.8361670e-06 9.9997085e-01 4.1319308e-06 2.3192773e-05]","[9.9999875e-01 1.1826910e-06]","[2.1886292e-06 8.2262518e-04 1.9505229e-02 4.7008640e-01 4.7215390e-01
 3.7199073e-02 2.2812336e-04 2.3191385e-06 7.6886273e-08]","228342",1,"Black"
"103","White","White","Male","30-39","[9.9626029e-01 4.0387637e-05 1.2543770e-03 6.1640123e-05 1.4338562e-04
 1.6206681e-05 2.2237760e-03]","[9.9841809e-01 3.9826753e-04 9.5227832e-04 2.3134686e-04]","[1.0000000e+00 5.4190195e-09]","[4.1776042e-07 1.5283094e-06 3.9853799e-04 1.2454565e-01 5.0739133e-01
 3.3122575e-01 3.5346687e-02 1.0746814e-03 1.5404768e-05]","228348",0,"White"
"104","Middle Eastern","White","Male","30-39","[7.4618131e-02 3.0856961e-04 8.6655095e-03 2.1396241e-05 4.4922992e-05
 1.3249412e-03 9.1501653e-01]","[0.9262405  0.03128193 0.00203525 0.0404423 ]","[9.9958593e-01 4.1410187e-04]","[2.0633719e-05 4.4874504e-04 3.9956039e-03 2.0308691e-01 7.1966660e-01
 7.2022006e-02 7.5170555e-04 7.6104848e-06 2.4564685e-07]","228374",0,"White"
"105","White","White","Male","10-19","[9.9949163e-01 5.6216487e-07 4.0752879e-05 1.2289775e-07 4.4179185e-07
 2.9434568e-07 4.6613757e-04]","[9.9992156e-01 6.3041269e-05 7.7834811e-06 7.6523538e-06]","[9.9972075e-01 2.7926287e-04]","[4.4762019e-06 1.3835090e-02 6.8591070e-01 2.8286344e-01 1.6013065e-02
 1.3524981e-03 2.0066636e-05 6.7679412e-07 4.2772864e-08]","228414",0,"White"
"106","White","White","Male","20-29","[9.9989724e-01 3.7713519e-08 3.1313732e-05 1.1179512e-06 2.0943085e-06
 1.3146138e-07 6.8063047e-05]","[9.9997741e-01 1.7928911e-06 1.9080504e-05 1.7879815e-06]","[0.9988687 0.0011313]","[3.1139734e-07 2.9863717e-04 1.4891604e-01 7.6578444e-01 8.2129553e-02
 2.8503216e-03 2.0374628e-05 3.3439935e-07 1.7363414e-08]","228698",0,"White"
"107","Latino_Hispanic","Indian","Male","30-39","[3.9828114e-02 6.4114248e-03 8.7290633e-01 6.1027397e-04 5.9558712e-03
 6.8097435e-02 6.1905631e-03]","[0.12762056 0.04574372 0.07445174 0.75218403]","[9.999999e-01 6.008415e-08]","[1.8607574e-06 3.8166323e-05 2.8104661e-03 3.6567813e-01 5.9047753e-01
 4.0538233e-02 4.5248395e-04 3.1418240e-06 2.0701490e-08]","228981",0,"White"
"108","White","White","Male","20-29","[9.99410152e-01 1.01719854e-06 2.52819038e-04 1.14804798e-05
 1.30995995e-05 4.77481535e-06 3.06631147e-04]","[9.9594778e-01 6.5841951e-04 2.6366932e-03 7.5715553e-04]","[9.9999511e-01 4.8676266e-06]","[6.7445667e-09 1.7125230e-06 4.0362608e-03 8.7308711e-01 1.2151063e-01
 1.3589415e-03 5.3931017e-06 2.5308520e-08 7.1873041e-10]","229544",0,"White"
"109","White","White","Male","20-29","[8.5366142e-01 2.2492795e-03 1.1672257e-01 1.2815103e-04 3.8264086e-04
 9.6732769e-03 1.7182631e-02]","[9.6505058e-01 3.4137900e-04 1.5561921e-03 3.3051848e-02]","[9.996164e-01 3.836187e-04]","[5.6535387e-06 8.9553672e-05 4.0464606e-03 5.3004414e-01 4.3375003e-01
 3.1651419e-02 3.9705209e-04 1.4738900e-05 9.0821476e-07]","229638",0,"White"
"110","Middle Eastern","White","Male","20-29","[3.2286355e-01 6.8310590e-05 6.9123283e-02 6.9906146e-06 2.8934384e-05
 2.2422681e-02 5.8548623e-01]","[9.9387550e-01 2.7265737e-04 1.6303858e-04 5.6888284e-03]","[9.9999964e-01 3.3756982e-07]","[7.8777185e-07 8.6940374e-05 9.2347329e-03 7.6032960e-01 2.2718908e-01
 3.1520636e-03 6.7007268e-06 6.2218675e-08 7.4095302e-10]","229640",0,"White"
"111","White","White","Male","30-39","[9.9556047e-01 4.4912122e-06 4.8796023e-04 4.2079796e-06 7.9597776e-06
 2.2143965e-06 3.9327769e-03]","[9.9989808e-01 1.9976927e-05 7.9230871e-05 2.7190383e-06]","[9.999994e-01 6.081447e-07]","[1.8120098e-06 9.7868644e-05 2.5747814e-03 3.5338363e-01 6.0731852e-01
 3.6450978e-02 1.7072078e-04 1.7263576e-06 2.4763718e-08]","229740",0,"White"
"112","White","White","Male","20-29","[5.0360644e-01 3.7110987e-04 1.7879659e-01 1.3916689e-04 4.6426235e-04
 3.4853816e-03 3.1313699e-01]","[0.981736   0.00451966 0.0011852  0.01255921]","[9.9999452e-01 5.5151177e-06]","[1.7678423e-07 1.0118242e-05 2.8972244e-03 7.5801957e-01 2.3661560e-01
 2.4516606e-03 5.5910177e-06 4.3362892e-08 5.2070070e-10]","229776",0,"Medium"
"113","Middle Eastern","Black","Male","20-29","[2.1317966e-01 1.7573644e-03 3.2490280e-02 9.0461376e-04 1.4397542e-03
 2.2246524e-04 7.5000584e-01]","[0.27055812 0.6777637  0.04379301 0.00788518]","[9.9999708e-01 2.9273758e-06]","[3.5308603e-06 3.0593222e-04 4.2617287e-02 6.8900609e-01 2.3810439e-01
 2.7849659e-02 1.9558275e-03 1.5446299e-04 2.8208628e-06]","229858",0,"White"
"114","White","White","Male","20-29","[8.9867169e-01 2.1767039e-04 2.3459893e-02 8.6548527e-05 1.5427734e-04
 2.6478367e-03 7.4761949e-02]","[9.8812044e-01 2.1333802e-03 1.5892959e-04 9.5872683e-03]","[9.9999946e-01 5.1904959e-07]","[1.5315374e-07 1.9156867e-05 3.4213081e-02 9.2702180e-01 3.8525201e-02
 2.1974530e-04 8.4054051e-07 4.3450079e-08 9.5023056e-10]","230050",0,"Medium"
"115","White","White","Male","30-39","[9.9959379e-01 1.4752292e-06 7.4138778e-05 1.0021045e-07 4.5004072e-07
 1.7267456e-06 3.2823996e-04]","[9.9989051e-01 4.3978634e-05 2.3801565e-05 4.1659878e-05]","[9.9999982e-01 2.1970813e-07]","[3.8028753e-07 3.6383785e-06 6.9558911e-04 4.1334620e-01 5.4509538e-01
 4.0203981e-02 6.4698432e-04 7.6848046e-06 9.7536557e-08]","230378",0,"White"
"116","White","White","Male","20-29","[9.9987191e-01 9.3502899e-07 8.7007968e-05 1.5361430e-06 5.3600224e-06
 1.7997430e-06 3.1452146e-05]","[9.9996358e-01 4.4992194e-06 2.5595618e-05 6.3155831e-06]","[9.9999821e-01 1.7350154e-06]","[8.1604824e-08 1.0153333e-05 7.6976665e-03 6.3641465e-01 3.3229333e-01
 2.2994302e-02 5.8460381e-04 4.9500841e-06 2.0996875e-07]","230766",0,"White"
"117","White","White","Male","20-29","[9.9788588e-01 1.1870190e-05 5.9691333e-04 1.9898760e-06 3.5575315e-06
 9.4478009e-06 1.4903547e-03]","[9.9974394e-01 1.4955280e-04 1.9156136e-05 8.7452223e-05]","[9.9993366e-01 6.6404464e-05]","[1.6011907e-07 9.3889412e-06 1.4936799e-03 5.2672744e-01 4.6117571e-01
 1.0567811e-02 2.5556395e-05 2.5409804e-07 5.7069642e-09]","231158",0,"White"
"118","Black","Black","Male","30-39","[9.0980410e-07 9.9998832e-01 7.0397882e-06 1.8484834e-09 3.0052600e-08
 3.3492697e-06 3.7779185e-07]","[2.0618704e-06 9.9998790e-01 5.0938507e-07 9.5385594e-06]","[9.9999821e-01 1.8199457e-06]","[1.8995991e-08 5.4664957e-07 2.4878842e-04 1.8088278e-01 6.6289508e-01
 1.5274569e-01 3.2060174e-03 2.0488844e-05 5.4782959e-07]","231614",1,"Black"
"119","White","White","Male","40-49","[7.7315569e-01 2.1858430e-03 3.6314793e-02 6.1784856e-05 2.6567929e-04
 3.8682393e-04 1.8762928e-01]","[9.9941760e-01 2.0613932e-04 1.0990942e-04 2.6640709e-04]","[9.9999607e-01 3.9234628e-06]","[4.4015028e-06 1.4090060e-05 1.8486781e-03 4.8179127e-02 1.6294253e-01
 3.9356598e-01 3.4928292e-01 4.3633211e-02 5.2904041e-04]","231646",0,"White"
